instruction_category,images,images_blip2_captions,instruction,reference_output,mPLUG-Owl prediction
imagecode,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/700_imagecode_img0.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/701_imagecode_img1.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/702_imagecode_img2.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/703_imagecode_img3.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/704_imagecode_img4.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/705_imagecode_img5.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/706_imagecode_img6.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/707_imagecode_img7.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/708_imagecode_img8.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/709_imagecode_img9.jpg""]","[""a notebook, a laptop and a cup of coffee on a table"", ""a black and white photo of a laptop on a table"", ""a black and white photo of a person using a keyboard and mouse"", ""a newspaper and a cup of coffee on a wooden table"", ""a black and white photo of a notebook with a pen"", ""a notebook on a desk with a pen and glasses"", ""a pile of papers and a cup of coffee on a desk"", ""a laptop computer sitting on a wooden desk"", ""a person writing on a piece of paper"", ""a black and white photo of a cat on a desk""]","In this task, you will be provided with a set of 10 images (Image 1-10) and a caption that best matches with just one of the ten images. You need to decide which image amongst Image 1-10 best matches the caption.",7/img_8.jpg,[SKIPPED]
imagecode,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/710_imagecode_img0.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/711_imagecode_img1.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/712_imagecode_img2.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/713_imagecode_img3.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/714_imagecode_img4.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/715_imagecode_img5.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/716_imagecode_img6.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/717_imagecode_img7.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/718_imagecode_img8.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/719_imagecode_img9.jpg""]","[""christina aguilera - starry eyed"", ""christina aguilera - scream"", ""christina aguilera ft rihanna - ft rihanna - "", ""christina aguilera - eat your heart out"", ""a blond woman in a colorful dress holding a microphone"", ""lady gaga in concert"", ""nicki minaj at the american music awards"", ""christina aguilera wallpapers christina aguilera wallpapers christina aguiler"", ""a woman with a white wig is posing for a black and white photo"", ""a woman in a white swimsuit leaning against a pink door""]","In this task, you will be provided with a set of 10 images (Image 1-10) and a caption that best matches with just one of the ten images. You need to decide which image amongst Image 1-10 best matches the caption.",8/img_1.jpg,[SKIPPED]
imagecode,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/720_imagecode_img252.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/721_imagecode_img256.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/722_imagecode_img265.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/723_imagecode_img268.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/724_imagecode_img275.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/725_imagecode_img281.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/726_imagecode_img287.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/727_imagecode_img298.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/728_imagecode_img302.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/729_imagecode_img311.jpg""]","[""a black lamborghini driving down the road"", ""a black lamborghini driving down the road"", ""a black lamborghini driving down the road"", ""a black lamborghini driving down the road"", ""a black lamborghini driving down a road"", ""a black lamborghini driving down a country road"", ""a black lamborghini driving down the road"", ""a black lamborghini driving down the road"", ""a black lamborghini driving down the road"", ""a black lamborghini driving down a street""]","In this task, you will be provided with a set of 10 images (Image 1-10) and a caption that best matches with just one of the ten images. You need to decide which image amongst Image 1-10 best matches the caption.",9/img_256.jpg,[SKIPPED]
imagecode,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/730_imagecode_img0.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/731_imagecode_img16.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/732_imagecode_img25.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/733_imagecode_img40.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/734_imagecode_img53.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/735_imagecode_img60.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/736_imagecode_img69.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/737_imagecode_img72.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/738_imagecode_img81.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/739_imagecode_img91.jpg""]","[""a wedding ceremony is taking place under an umbrella"", ""a group of people standing under umbrellas at a wedding ceremony"", ""a group of people sitting under umbrellas at an outdoor event"", ""a group of people sitting under umbrellas at a wedding"", ""a crowd of people standing under umbrellas"", ""a crowd of people with umbrellas at an outdoor event"", ""a wedding ceremony with people holding umbrellas"", ""a crowd of people with umbrellas at a wedding ceremony"", ""a crowd of people with umbrellas at a wedding"", ""a crowd of people holding umbrellas at an outdoor event""]","In this task, you will be provided with a set of 10 images (Image 1-10) and a caption that best matches with just one of the ten images. You need to decide which image amongst Image 1-10 best matches the caption.",10/img_69.jpg,[SKIPPED]
vasr,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/740_vasr_rotting_32.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/741_vasr_rotting_201.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/742_vasr_spoiling_202.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/743_vasr_falling_273.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/744_vasr_spoiling_50.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/745_vasr_overflowing_283.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/746_vasr_flaming_144.jpg""]","[""rotten apple on white background"", ""a sandwich with meat and vegetables on a white plate"", ""a bowl of fruit on a wooden table"", ""an apple orchard with a lot of apples on the ground"", ""a blue plate on a white surface"", ""a variety of fruits and vegetables are arranged in baskets"", ""a plate of pudding with blue flames on it""]","Given a triplet of images (A, A', B), the task is to select an image candidate B’ that completes the analogy (A to A’ is like B to what?) out of the four available B' candidates (Candidate Image 1, Candidate Image 2, Candidate Image 3, Candidate Image 4).",1,[SKIPPED]
vasr,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/747_vasr_patting_76.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/748_vasr_patting_183.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/749_vasr_whipping_171.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/750_vasr_whipping_163.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/751_vasr_patting_168.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/752_vasr_whipping_144.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/753_vasr_whipping_73.jpg""]","[""a man petting a horse in front of a white fence"", ""two men in suits hugging each other in a field"", ""a woman riding a horse in a field"", ""a girl in cowboy gear riding a horse in an arena"", ""a man is being checked at an airport"", ""a man and woman in orange outfits standing in a parking lot"", ""a group of cowboys herding cattle""]","Given a triplet of images (A, A', B), the task is to select an image candidate B’ that completes the analogy (A to A’ is like B to what?) out of the four available B' candidates (Candidate Image 1, Candidate Image 2, Candidate Image 3, Candidate Image 4).",2,[SKIPPED]
vasr,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/754_vasr_recuperating_2.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/755_vasr_recuperating_31.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/756_vasr_licking_30.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/757_vasr_licking_165.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/758_vasr_licking_29.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/759_vasr_smiling_190.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/760_vasr_licking_14.jpg""]","[""a child in a hospital bed"", ""a cat in a bathrobe with cucumbers on his eyes"", ""a boy with tomato sauce on his tongue"", ""a boy with a green lollipop sticking out of his mouth"", ""a young boy eating an ice cream cone"", ""a collage of pictures of animals with different captions"", ""a cat with its tongue sticking out""]","Given a triplet of images (A, A', B), the task is to select an image candidate B’ that completes the analogy (A to A’ is like B to what?) out of the four available B' candidates (Candidate Image 1, Candidate Image 2, Candidate Image 3, Candidate Image 4).",4,[SKIPPED]
vasr,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/761_vasr_drooling_27.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/762_vasr_drooling_72.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/763_vasr_yawning_89.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/764_vasr_drooling_28.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/765_vasr_sniffing_302.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/766_vasr_sniffing_38.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/767_vasr_yawning_224.jpg""]","[""a cat with its mouth open and its tongue sticking out"", ""a dog wearing a harness"", ""a cat sitting on a blue couch with its mouth open"", ""a brown dog in the snow"", ""a black and white cat being fed by a person's hand"", ""tabby cat smelling a white rose - stock image"", ""an english bulldog yawning on a white background""]","Given a triplet of images (A, A', B), the task is to select an image candidate B’ that completes the analogy (A to A’ is like B to what?) out of the four available B' candidates (Candidate Image 1, Candidate Image 2, Candidate Image 3, Candidate Image 4).",4,[SKIPPED]
vasr,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/768_vasr_stampeding_114.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/769_vasr_stampeding_34.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/770_vasr_wading_53.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/771_vasr_stampeding_197.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/772_vasr_wading_165.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/773_vasr_stampeding_7.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/774_vasr_splashing_73.jpg""]","[""a herd of reindeer in a forest greeting card"", ""a herd of horses running in a dusty field"", ""a black and white cow wading in a river"", ""a horse pulling a wagon in front of a crowd"", ""donkeys and horses crossing a stream in the woods - stock photo"", ""a group of people riding horse drawn carriages on a dirt track"", ""a cow in the water""]","Given a triplet of images (A, A', B), the task is to select an image candidate B’ that completes the analogy (A to A’ is like B to what?) out of the four available B' candidates (Candidate Image 1, Candidate Image 2, Candidate Image 3, Candidate Image 4).",2,[SKIPPED]
vasr,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/775_vasr_wringing_162.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/776_vasr_wringing_47.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/777_vasr_sewing_44.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/778_vasr_putting_26.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/779_vasr_smelling_331.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/780_vasr_putting_41.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/781_vasr_sewing_99.jpg""]","[""two hands shaking money from a pile of money"", ""a man washing a bowl with a towel"", ""a man sewing money on a sewing machine stock photo, a picture of a man sewing money on a sewing machine"", ""a hand putting money into a pink piggy bank"", ""the denver broncos football player is wiping his face"", ""a man putting money into a piggy bank in front of the state of minnesota flag"", ""a person is using an embroidery machine to make a heart on a green hoop""]","Given a triplet of images (A, A', B), the task is to select an image candidate B’ that completes the analogy (A to A’ is like B to what?) out of the four available B' candidates (Candidate Image 1, Candidate Image 2, Candidate Image 3, Candidate Image 4).",4,[SKIPPED]
vasr,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/782_vasr_sprinting_214.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/783_vasr_sprinting_78.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/784_vasr_crouching_96.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/785_vasr_installing_90.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/786_vasr_inflating_68.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/787_vasr_crouching_122.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/788_vasr_nuzzling_272.jpg""]","[""a man running on a grassy field"", ""a cheetah running through a dry field"", ""asian businessman cleaning the beach with a broom - stock image"", ""a man installing a tv antenna on top of a roof"", ""a man repairing a tire with an air pump"", ""a cheetah in a zoo"", ""two cheetahs and a gazelle in a field""]","Given a triplet of images (A, A', B), the task is to select an image candidate B’ that completes the analogy (A to A’ is like B to what?) out of the four available B' candidates (Candidate Image 1, Candidate Image 2, Candidate Image 3, Candidate Image 4).",3,[SKIPPED]
vasr,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/789_vasr_grinning_290.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/790_vasr_grinning_266.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/791_vasr_pouting_95.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/792_vasr_grinning_215.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/793_vasr_nuzzling_300.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/794_vasr_grinning_202.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/795_vasr_pouting_122.jpg""]","[""a monkey is smiling with its mouth open"", ""prince harry smiles in a suit and tie"", ""a close up of a white and black monkey"", ""a man in a bathtub talking on the phone - stock image"", ""a monkey is holding a kitten in its arms"", ""al qaida leader osama bin laden"", ""a young boy making a funny face""]","Given a triplet of images (A, A', B), the task is to select an image candidate B’ that completes the analogy (A to A’ is like B to what?) out of the four available B' candidates (Candidate Image 1, Candidate Image 2, Candidate Image 3, Candidate Image 4).",4,[SKIPPED]
vasr,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/796_vasr_plunging_164.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/797_vasr_plunging_229.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/798_vasr_wading_177.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/799_vasr_plunging_35.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/800_vasr_wading_237.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/801_vasr_wading_9.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/802_vasr_wading_224.jpg""]","[""a man diving into a body of water"", ""two pelicans in the water with their wings spread"", ""a man fishing in a lake with mountains in the background - stock image"", ""a bird is splashing water in the water"", ""a small bird wading in the water on a beach"", ""a man walking on the beach with a surfboard"", ""a man in waders fishing in a river""]","Given a triplet of images (A, A', B), the task is to select an image candidate B’ that completes the analogy (A to A’ is like B to what?) out of the four available B' candidates (Candidate Image 1, Candidate Image 2, Candidate Image 3, Candidate Image 4).",2,[SKIPPED]
vasr,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/803_vasr_frowning_238.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/804_vasr_laughing_114.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/805_vasr_frowning_124.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/806_vasr_laughing_300.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/807_vasr_frowning_180.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/808_vasr_laughing_148.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/809_vasr_frowning_35.jpg""]","[""a business man and woman looking at a folder"", ""a man and woman laughing in a conference room"", ""a man in a blue shirt and tie with his hand on his chin"", ""two men smiling in front of computer screens"", ""president barack obama is looking at the camera"", ""a woman laughing on a blue background"", ""john cena vs john cena vs john cena vs john cena ""]","Given a triplet of images (A, A', B), the task is to select an image candidate B’ that completes the analogy (A to A’ is like B to what?) out of the four available B' candidates (Candidate Image 1, Candidate Image 2, Candidate Image 3, Candidate Image 4).",1,[SKIPPED]
pickapick,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/810_pickapick_a1877ac6-b428-464b-9eb2-c15a15390534.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/811_pickapick_19ab2192-6c9d-42f0-b6f8-f7491ddddbc8.png""]","[""a white cat sits in front of a large mansion"", ""a black and white cat sits in front of an open door""]","Given two images (Image 1 and Image 2), which of them is better, or if they are equally good, in terms of the fidelity and aligning with the following caption: A curious cat exploring a haunted mansion",Image 2,[SKIPPED]
pickapick,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/812_pickapick_e378ac29-ecb4-470e-b1fe-2aa1fd28b0d8.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/813_pickapick_e8e73967-570c-46a0-906f-33fca89f3b84.png""]","[""an image of a dog wearing a cowboy hat"", ""a brown poodle is sitting in a grassy field""]","Given two images (Image 1 and Image 2), which of them is better, or if they are equally good, in terms of the fidelity and aligning with the following caption: a spanish water dog breed as arthur morgan from red dead redemption",Image 1,[SKIPPED]
pickapick,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/814_pickapick_569e85b3-8db0-468d-bc68-88f12ce6c440.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/815_pickapick_d03083e2-161b-40c4-88e6-f8c5bc21502d.png""]","[""a woman in a white shirt with blue eyes"", ""a woman with freckles on her face looking at the camera""]","Given two images (Image 1 and Image 2), which of them is better, or if they are equally good, in terms of the fidelity and aligning with the following caption: Portrait of a 26yr white woman, hyper-detailed, extremely ashamed, soft skin",Image 1,[SKIPPED]
pickapick,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/816_pickapick_c48730d5-d5d6-40f8-9ee5-bff3acf89b2d.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/817_pickapick_f6a1f780-b9cf-48e5-a233-1c46bbeebeb2.png""]","[""two mannequins standing in front of a mirror"", ""a woman in a red bodysuit sitting on a couch""]","Given two images (Image 1 and Image 2), which of them is better, or if they are equally good, in terms of the fidelity and aligning with the following caption: zentai",Image 1,[SKIPPED]
pickapick,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/818_pickapick_8147e6a5-0107-4ae3-8555-be279f53d22b.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/819_pickapick_15ff1b03-8088-47bf-aa73-5bacbf67c77a.png""]","[""a cat eating a bowl of pasta"", ""a cat yawns with its mouth open""]","Given two images (Image 1 and Image 2), which of them is better, or if they are equally good, in terms of the fidelity and aligning with the following caption: A close-up photograph of a fat orange cat with lasagna in its mouth. Shot on Leica M6",Image 1,[SKIPPED]
pickapick,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/820_pickapick_fc3e9f09-b44c-40ac-ba38-3a5b88dc47df.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/821_pickapick_328802b0-46ca-43a2-82ab-ef693a3a658f.png""]","[""a black toilet in a bathroom"", ""the 2013 dodge charger is parked in front of a building""]","Given two images (Image 1 and Image 2), which of them is better, or if they are equally good, in terms of the fidelity and aligning with the following caption: toilet design toilet in style of dodge charger toilet, black, photo",Image 1,[SKIPPED]
pickapick,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/822_pickapick_fb6f6f68-6b34-47b0-8102-fa8c448b1cbe.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/823_pickapick_a1453d2b-cdc9-4de7-95bf-df36c636935d.png""]","[""a beautiful woman with red hair and blue eyes"", ""a beautiful woman with makeup on her face""]","Given two images (Image 1 and Image 2), which of them is better, or if they are equally good, in terms of the fidelity and aligning with the following caption: an attractive young woman rolling her eyes",Image 2,[SKIPPED]
pickapick,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/824_pickapick_72810083-19f5-4aba-b51e-225b42c90018.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/825_pickapick_de2a51f5-ef00-4b2a-ab7f-59c165e52bd4.png""]","[""scarlett johansson at the oscars"", ""scarlett johansson at the london premiere""]","Given two images (Image 1 and Image 2), which of them is better, or if they are equally good, in terms of the fidelity and aligning with the following caption: scarlett johansson",Equally good,[SKIPPED]
pickapick,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/826_pickapick_5e3bbddf-903a-442e-b6be-bee3fbdde75f.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/827_pickapick_470a3c64-3362-410e-8e7d-938d6ad20cd4.png""]","[""a woman in renaissance dress standing in an ornate hall"", ""a woman in renaissance dress poses for a photo""]","Given two images (Image 1 and Image 2), which of them is better, or if they are equally good, in terms of the fidelity and aligning with the following caption: RAW photo, aristocratic russian noblewoman, dressed in medieval dress, model face, come hither gesture, medieval mansion, medieval nobility, slim body, high detailed skin, 8k uhd, dslr, soft lighting, high quality, film grain, Fujifilm XT3",Image 1,[SKIPPED]
pickapick,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/828_pickapick_8126bd89-83d6-442f-882a-56dedef5468f.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/829_pickapick_03930666-d5c7-4199-a1d8-3069b6a920c3.png""]","[""the joker and darth vader are holding light sabers"", ""the joker is holding a light saber""]","Given two images (Image 1 and Image 2), which of them is better, or if they are equally good, in terms of the fidelity and aligning with the following caption: Movie Still of The Joker wielding a red Lightsaber, Darth Joker a sinister evil clown prince of crime, HD Photograph",Image 1,[SKIPPED]
newyork,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/830_newyork_557.jpeg""]","[""a drawing of a man and woman in the woods""]",What is humorous about this image?,Apple pie is a modern food and doesn't belong.,"The humorous aspect of the image is the scene of two people in an exotic jungle setting, one of whom is holding a pizza in a box, and the other is looking at the pizza as if they had never seen such a food before. The juxtaposition of a modern-looking pizza and a traditional jungle setting makes the situation amusing. It also highlights the cultural differences between people and the ways they approach and perceive various aspects of life. In this case, the man in the jungle has not seen a pizza before, and the scene is presented as if this is a novelty to him, adding to the overall comedic effect."
newyork,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/831_newyork_551.jpeg""]","[""a black and white drawing of a boat in the middle of a huge wave""]",What is humorous about this image?,The waves have a face and arms.,"The image is humorous because it features a giant wave with a large monster riding it. The wave is threatening to crash into a boat that is filled with people, including a dog. This combination of a terrifying monster and a comical scene makes the image entertaining and playful. The presence of the dog in a panic-stricken state adds an unexpected element of amusement, as pets are generally not expected to be in such a situation. Overall, the scene is an exaggerated and imaginative depiction of a typical sea monster attack, which is amusing to look at."
newyork,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/832_newyork_91.jpeg""]","[""a cartoon of a man on a motorcycle next to a tire""]",What is humorous about this image?,A policeman with a modern motorcycle is interacting with a caveman who only has a wheel.,"This humorous image features a police officer inspecting an unusual object on a beach, which turns out to be a tire. The officer is holding a spoon in his hand, suggesting the presence of a joke or a pun. The combination of the tire and spoon, combined with the officer's expression and pose, creates an entertaining and unexpected scene, making it a lighthearted and amusing image."
newyork,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/833_newyork_175.jpeg""]","[""a black and white drawing of two men talking to each other""]",What is humorous about this image?,"Man fully dressed up with different gear (hiking, fighting, camping, photography etc.) is unusual.","What is humorous about this image is the combination of three men in different outfits, one dressed in a suit and holding a briefcase, another wearing a helmet and a gas mask, and the last wearing a diving suit. They are all standing together in a park, with the man in the suit and helmet talking to the man in the diving suit. This juxtaposition of the men's attire and activities creates an amusing scene, as the divers' attire seems to be more appropriate for underwater exploration or diving, whereas the suited man's attire is more appropriate for business or formal settings. The image is likely to evoke laughter and entertainment from viewers."
newyork,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/834_newyork_212.jpeg""]","[""a man sits in a chair next to a rocket ship""]",What is humorous about this image?,There is a rocket ride in the middle of this man's office.,"The scene is humorous because a man is sitting on what is likely a couch or a recliner, and he is riding a toy submarine. This is unusual and unexpected given the setting, which could be a living room. The man's expression and the fact that he is sitting in a chair with a submarine under him make the scene comical and entertaining."
newyork,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/835_newyork_504.jpeg""]","[""a cartoon of a woman carrying a suitcase through an open door""]",What is humorous about this image?,The man is completely sideways and able to be lifted by the woman with one arm.,"The image is humorous because a woman is carrying a man in a suitcase, with the suitcase labeled ""man."" This unusual and absurd situation makes it entertaining and amusing to the viewer. The fact that the woman is dressed in a business suit and appears to be a professional adds to the humor and incongruity of the scene. This type of visual comedy, where a person is portrayed in a situation they would not typically find themselves in, is often used in comic strips, cartoons, and other forms of entertainment."
newyork,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/836_newyork_729.jpeg""]","[""a drawing of a king and queen in a hammock""]",What is humorous about this image?,There are hammocks instead of a throne.,"The humorous aspect of this image lies in the juxtaposition of two people, one of whom is lying on a hammock, while the other is standing in front of an ornate castle wall. This combination creates a sense of incongruity, where the relaxed and leisurely atmosphere of the hammock is in stark contrast to the grandeur and formality of the castle setting. The scene suggests a lighthearted and playful moment, where the people have taken a break from their usual activities to enjoy a break in an unexpected place, such as a castle courtyard."
newyork,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/837_newyork_431.jpeg""]","[""a man is talking to a woman in a business suit""]",What is humorous about this image?,It is rude to wear a camera around your head during a party.,"The image is humorous due to the unusual situation of four people in business attire standing around in a room full of potted plants. The scene seems out of the ordinary, as it would be more expected to see such a gathering in a garden or an office with potted plants. However, the presence of these individuals in a room filled with plants adds an element of absurdity and humor, making people laugh or find it curious. The fact that they are all dressed professionally adds a layer of irony and contrast to the unusual surroundings."
