instruction_category,images,images_blip2_captions,instruction,reference_output,LlamaAdapter-v2 prediction
Color,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/56_tested_skill_color_54183bb642b042a6.png""]","[""a close up of a colorful quilted blanket""]",What is every other color starting from the bottom right?,,Every other color starting from the bottom right is blue.
Color,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/57_tested_skill_color_5d48a2abd2561be8.png""]","[""a woman holding a tennis racket""]",How would you describe  the hair color of this person? Did she inherit this hair color?,,"The hair color of this person is purple, which is a vibrant and unconventional color. It is not a natural hair color, so it is likely that she has dyed her hair to achieve this unique look."
Color,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/58_tested_skill_color_71ed8dbc21df3800.png""]","[""a set of numbers in different colors on a white background""]",What color can you get if you mix no. 3 and no 4?,,"If you mix no. 3 and no. 4, you would get a color that is a combination of red and yellow."
Color,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/59_tested_skill_color_a96c1ba8720a09d5.png""]","[""a box of colored pastels on a blue background""]",What is every fifth color starting from the bottom of the middle section?,,Every fifth color starting from the bottom of the middle section is green.
Counting,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/60_tested_skill_counting_c34a6cfbdf194dab.png""]","[""a drawing of a spiral with the words gn 13""]",If this were a cross section of a tree how old would the tree be?,,"If this were a cross section of a tree, it would be difficult to determine the exact age of the tree based on the image alone. However, it is possible to estimate the age of the tree based on the size of the rings. The rings on the cross section represent the growth rings of the tree, which can provide information about the tree's age. The number of rings per inch can be used to estimate the age of the tree, with one ring per inch representing one year of growth. The rings on the cross section in the image show a pattern of concentric circles, which could indicate that the tree is relatively young, with a few years of growth. However, it is important to note that the age of the tree cannot be accurately determined from the image alone."
Counting,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/61_tested_skill_counting_48d5edff16731ac4.png""]","[""a wall of clocks""]","How many total clock hands, including the hands for seconds and minutes, are on these clocks combined?",,"There are 12 clock hands on these clocks combined, including the hands for seconds and minutes."
Counting,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/62_tested_skill_counting_522e6e0a2e48ec89.png""]","[""m & m's in the shape of a heart""]",How many is there if I eat only the red and half of the white ones?,,"If I eat only the red and half of the white ones, I would have eaten 12 red candies and 12 white candies, for a total of 24 candies."
Counting,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/270_tested_skill_who_to_call_Azerbaijan_State.png""]","[""an ornate building on a cloudy day""]","How many of each color is shown here, counting from most to least, and which particularly regal color doesn't appear to be represented at all?",,"In the image, there are two people of the same color (yellow) and one person of a different color (black). The particularly regal color that doesn't appear to be represented at all is red."
Counting,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/64_tested_skill_counting_1d07be9ffd5bffbf.png""]","[""a person holding a rubik's cube in their hand""]",How many squares would be on this complete cube?,,The complete cube would have 64 squares.
Counting,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/65_tested_skill_counting_befa7a8cf5355eb0.png""]","[""a man standing in front of some dice on a wooden table""]",Can you count all the dots on the white dice shown in the image?,,"Yes, there are five dots on each of the white dice shown in the image."
Counting,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/66_tested_skill_counting_2dc43de206cbc18d.png""]","[""m & m's candy on a white surface""]","Give me an accurate estimate for the total amount of green, yellow, and orange candies scattered on the white surface.",,"I cannot provide an accurate estimate of the total amount of green, yellow, and orange candies scattered on the white surface, as the image only shows a close-up view of a few candies. However, it is clear that there are a significant number of candies of various colors scattered on the white surface."
