instruction_category,images,images_blip2_captions,instruction,reference_output
scienceqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/868_scienceqa_9.jpg""]","[""a piece of granite on a white background""]",Is dolerite a mineral or a rock?,"grade8. natural science. earth-science. Rocks and minerals. Identify rocks and minerals. Minerals are the building blocks of rocks. A rock can be made of one or more minerals. Minerals and rocks have the following properties: Property | Mineral | Rock It is a solid. | Yes | Yes It is formed in nature. | Yes | Yes It is not made by organisms. | Yes | Yes It is a pure substance. | Yes | No It has a fixed crystal structure. | Yes | No You can use these properties to tell whether a substance is a mineral, a rock, or neither. Look closely at the last three properties: Minerals and rocks are not made by organisms. Organisms make their own body parts. For example, snails and clams make their shells. Because they are made by organisms, body parts cannot be minerals or rocks. Humans are organisms too. So, substances that humans make by hand or in factories are not minerals or rocks. A mineral is a pure substance, but a rock is not. A pure substance is made of only one type of matter. Minerals are pure substances, but rocks are not. Instead, all rocks are mixtures. A mineral has a fixed crystal structure, but a rock does not. The crystal structure of a substance tells you how the atoms or molecules in the substance are arranged. Different types of minerals have different crystal structures, but all minerals have a fixed crystal structure. This means that the atoms and molecules in different pieces of the same type of mineral are always arranged the same way. However, rocks do not have a fixed crystal structure. So, the arrangement of atoms or molecules in different pieces of the same type of rock may be different! The properties of dolerite match the properties of a rock. So, dolerite is a rock."
scienceqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/869_scienceqa_10.jpg""]","[""a sled pulled by dogs with mountains in the background""]",What is the direction of this pull?,grade4. natural science. physics. Force and motion. Identify directions of forces. A force is a push or a pull that one object applies to another. Every force has a direction. The direction of a push is away from the object that is pushing. The direction of a pull is toward the object that is pulling. The dogs pull the sled. The direction of the pull is toward the sled dog team.
gd_vcr,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/870_gd_vcr_west_32.jpg""]","[""a nun and a man in a church""]",Where are the two people in the image ?,Both of them are in a church.
gd_vcr,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/871_gd_vcr_af_32.jpg""]","[""a group of women working in a factory""]",What are the people doing ?,They are picking up coffee beans of great quality
gd_vcr,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/872_gd_vcr_31.jpg""]","[""two asian men are talking to each other in a room""]",Why is the person on the right crying ?,The person's wife is dead.
gd_vcr,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/873_gd_vcr_sa_0.jpg""]","[""a man and woman standing next to each other in a parking lot""]",Where are the people now ?,They are in a parking lot.
gd_vcr,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/874_gd_vcr_west_39.jpg""]","[""a wedding scene with a man and woman in tuxedos""]",Why is the audience here ?,The couple is marrying in a church and the audience is present to bless them with wishes.
gd_vcr,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/875_gd_vcr_af_3.jpg""]","[""a man standing on top of a car in front of a crowd""]",Where is the person that is standing on a car and smiling speaking ?,On a street
gd_vcr,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/876_gd_vcr_sa_75.jpg""]","[""a man and woman sitting at a table with food""]",What may the people here talk about ?,They are talking about how the meal tastes
gd_vcr,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/877_gd_vcr_sa_41.jpg""]","[""a group of people in a clothing store""]",What style of clothes does the person on the right sell ?,Traditional Indian costume Sari
gd_vcr,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/878_gd_vcr_kor_21.jpg""]","[""two asian men standing next to each other on a balcony""]",What is the person with glasses on the left of the image holding in his hands ?,It's a wineglass that the person made himself.
gd_vcr,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/879_gd_vcr_42.jpg""]","[""a group of people at an outdoor event with chinese signs""]",Why is the person in blue dress and long hair here ?,Because the person wants to find a boyfriend.
kilogram,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/880_kilogram_1.png""]","[""an image of a man with a blue and yellow triangle""]",What does this shape look like? How would you segment different parts of the shape with same color?,"a person walking with a package strapped to their back. Segments: grey - body, yellow - head, blue - legs, peach - package"
kilogram,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/881_kilogram_2.png""]","[""an image of a martini glass with triangles on it""]",What does this shape look like? How would you segment different parts of the shape with same color?,"footballer. Segments: peach - head, yellow - leg, blue - arms, pink - feet, grey - body"
kilogram,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/882_kilogram_3.png""]","[""an image of a giraffe made out of triangles""]",What does this shape look like? How would you segment different parts of the shape with same color?,"dog. Segments: orange - front leg, yellow - body, blue - back leg, pink - head"
kilogram,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/883_kilogram_4.png""]","[""a colorful logo with a man sitting on a triangle""]",What does this shape look like? How would you segment different parts of the shape with same color?,"a person sitting. Segments: peach - head, yellow - torso, blue - feet, green - legs"
kilogram,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/884_kilogram_5.png""]","[""an image of a man with a triangle on his head""]",What does this shape look like? How would you segment different parts of the shape with same color?,"half of a person. Segments: orange - head, yellow - right arm, blue - left arm, green - body"
kilogram,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/885_kilogram_6.png""]","[""an image of a triangle with a triangle on it""]",What does this shape look like? How would you segment different parts of the shape with same color?,"horse. Segments: orange - head, yellow - neck, blue - legs, grey - body"
kilogram,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/886_kilogram_7.png""]","[""a logo with an orange, yellow and gray triangle""]",What does this shape look like? How would you segment different parts of the shape with same color?,"pig. Segments: orange - body, yellow - back leg, dark grey - head, light grey - front leg"
kilogram,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/887_kilogram_8.png""]","[""an image of a box with a triangle on top of it""]",What does this shape look like? How would you segment different parts of the shape with same color?,"a cat sitting down. Segments: orange - head, yellow - tail, blue - chest, grey - body"
kilogram,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/888_kilogram_9.png""]","[""a blue and orange triangle with the letter j on it""]",What does this shape look like? How would you segment different parts of the shape with same color?,"snake. Segments: orange - tail, blue - mouth, grey - head"
kilogram,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/889_kilogram_10.png""]","[""an image of a geometric shape with a yellow, green and pink triangle""]",What does this shape look like? How would you segment different parts of the shape with same color?,"person waving. Segments: orange - head, yellow - body, pink - arm, green - hand, grey - legs"
aokvqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/890_aokvqa_coco_val2014_000000461751.jpg""]","[""a man on a motorcycle""]",Answer the following question based on the provided image: What is in the motorcyclist's mouth?,cigarette
aokvqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/891_aokvqa_coco_val2014_000000377368.jpg""]","[""a cake shaped like a teddy bear""]",Answer the following question based on the provided image: Which number birthday is probably being celebrated?,thirty
aokvqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/892_aokvqa_coco_val2014_000000563603.jpg""]","[""a group of giraffes standing near a pond""]",Answer the following question based on the provided image: What best describes the pool of water?,murky water
aokvqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/893_aokvqa_coco_val2014_000000257169.jpg""]","[""a person holding a hair dryer in a bathroom""]",Answer the following question based on the provided image: What is the appliance the woman is holding used for?,drying hair
aokvqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/894_aokvqa_coco_val2014_000000341196.jpg""]","[""a person on a surfboard riding a wave in the ocean""]",Answer the following question based on the provided image: What is the person on the left doing with their body?,surfing
aokvqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/895_aokvqa_coco_val2014_000000163640.jpg""]","[""a man holding a piece of food in front of a building""]",Answer the following question based on the provided image: What type of pants is the man on the right wearing?,jeans
aokvqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/896_aokvqa_coco_val2014_000000071711.jpg""]","[""a large hangar with a lot of airplanes on display""]",Answer the following question based on the provided image: What country do these planes belong to?,united states
aokvqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/897_aokvqa_coco_val2014_000000117425.jpg""]","[""a baby standing in front of a cake with a lit candle""]",Answer the following question based on the provided image: What interests the child most here?,candle
aokvqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/898_aokvqa_coco_val2014_000000147415.jpg""]","[""a person working on a laptop""]",Answer the following question based on the provided image: What item on the desk could help with a cold?,cough drops
aokvqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/899_aokvqa_coco_val2014_000000434459.jpg""]","[""a man and a woman cutting a cake""]",Answer the following question based on the provided image: What flag is represented on the wall?,american
whoops,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/900_whoops_8fce7ed929988c605b5938177946d7787c285ffac7656e230fce9102cbf7ea3b.png""]","[""a halloween orange with a jack - o - lantern face""]",What is unusual about this image ?,"A Jack-O-Lantern face is carved in pumpkins for Halloween, so it is not likely to see a Jack-O-Lantern orange because it is too small, soft, and juicy, and traditionally, it is never used for this purpose."
whoops,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/901_whoops_6b96582a58593c2b5f61e51bd6d1df58f18429e276b16d69e442516e980f0701.png""]","[""iced coffee with ice cubes on a wooden table""]",What is unusual about this image ?,Iced coffee cannot evaporate due to low temperatures and cannot produce steams like warm liquids.
whoops,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/902_whoops_278a99c75a17272d06e3a3fb21611ea25dfe80deff208fb6de3a7b9ae4a300c5.png""]","[""a man with dreadlocks holding a rainbow flag""]",What is unusual about this image ?,"Pirates are famous for waving the skull-and-crossbones flag, a foreboding symbol of imminent death, not the LGBTQ rainbow flag, a symbol of pride and acceptance, which is not a senTemporal discrepancynt of pirates."
whoops,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/903_whoops_2e570a80af6f39e13c8d966c31bf668ef399afe3adb4a13dbb36b41b197d6a43.png""]","[""a woman in a kimono pouring tea into a cup""]",What is unusual about this image ?,"A Japanese tea ceremony is an ancient ritual of preparing and serving matcha green tea, but if one were to use coffee, it would no longer be a tea ceremony."
whoops,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/904_whoops_49e7220989e342b9d3f3a3508475b8ad1ab63bf21890642e98c4156dea294d7a.png""]","[""a painting of a man in karate gear""]",What is unusual about this image ?,"Bruce Lee developed the jeet kune do, which is based on kung fu, fencing, and boxing, but he was never known as a karate fighter, so it is unlikely that he would wear a karate costume."
whoops,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/905_whoops_c0690b3e336f9377adc1544a0add149a53fc28e2cf0dc1b0297bbf55844ee270.png""]","[""a man with a beard holding up a dollar bill""]",What is unusual about this image ?,"Paper money was invented in the late 10th century, So it is impossible to see a caveman or Neanderthal, who lived in the prehistoric era, holding it."
whoops,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/906_whoops_ae2475ba54cc233a137937e87a0c8fb52ef51c6f12cf5f0371cc51475597639c.png""]","[""a woman running on a treadmill in a gym""]",What is unusual about this image ?,"High-heeled shoes are uncomfortable and unwieldy to move quickly in during exercise and would be prohibited in gyms from being used to avoid damage to the equipment, where running shoes would instead be appropriate."
whoops,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/907_whoops_a269adfdc337d61d7226dc5266d225af936e8eb30120bd4ad6522cfaa62d2d46.png""]","[""a cow with a piece of meat in its mouth""]",What is unusual about this image ?,"A cow is a vegetarian animal, not a carnivore, so seeing a cow eating meat is impossible."
whoops,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/908_whoops_e6a8cbdcbe81791217001610cb753855bb18a988ae9cfeeb9871b1ebfaf1ebc0.png""]","[""watermelon cube 3d model""]",What is unusual about this image ?,The natural shape of watermelons is oval and not squared.
whoops,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/909_whoops_6296099ff15501722e810095451c1bc837348c36cb7e7fc004a9a01ad9100846.png""]","[""a 3d model of a beehive with bees inside""]",What is unusual about this image ?,"A beehive is a place that bee colonies live in, so it is unlikely to see a butterfly there."
vcr,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/910_vcr_x5waxtq0ody@8.jpg""]","[""a man and woman talking in front of a bridge""]",Why is the person on the right of the image with blonde hair crying ?,She doesn't feel the same way about 2 as he feels about her.
vcr,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/911_vcr_1010_titanic_02.32.21.871-02.32.23.538@0.jpg""]","[""a group of people on a boat with a man in a uniform""]",Will the person holding the ropes in the middle of the image attempt to get on the lifeboat that other people in the boat are working to flip over ?,No he will not.
vcr,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/912_vcr_3088_whats_your_number_00.15.58.622-00.16.05.163@1.jpg""]","[""a blond woman smiling in a blue dress""]",Why is the person smiling ?,She heard something funny.
vcr,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/913_vcr_mx9z99yj_7s@10.jpg""]","[""a man in a tuxedo standing in front of a laser""]",What is the person doing looking at the laser ?,The person is looking at something being taken apart by the laser.
vcr,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/914_vcr_1010_titanic_00.56.58.854-00.57.02.903@0.jpg""]","[""a man in a tuxedo standing in a room""]","Where is the person in the black suit, white shirt, and the blonde hair right now ?",Th person is at a formal party.
vcr,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/915_vcr_1010_titanic_02.11.39.595-02.11.41.891@0.jpg""]","[""a group of people are standing on the deck of a boat""]",Why is the person on the right and with blonde hair clinging to the boat ?,He wants to be on the lifeboat
vcr,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/916_vcr_ra9uqb-ovqq@13.jpg""]","[""a group of women in a living room""]",What are the people who are standing trying to do the person on the floor ?,They are trying to move his body to another location.
vcr,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/917_vcr_-ol4npo7eaw@22.jpg""]","[""christmas with the kranks - santa's naughty list""]",What is the person with floral dress giving to the child ?,A toy truck.
vcr,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/918_vcr_3088_whats_your_number_01.28.45.576-01.28.52.407@1.jpg""]","[""a group of people are dancing on a wooden deck""]",Why is the man in formals on the left leaning against the person in the purple dress ?,Because they love each other.
vcr,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/919_vcr_ib25edhwimc@42.jpg""]","[""a man and woman sitting at a table with food""]",Has the meal just started ?,"Yes, this is the beginning of the meal."
vqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/920_vqa_coco_val2014_000000262148.jpg""]","[""a person doing a trick on a skateboard""]",Answer the following question based on the provided image: Where is he looking?,down
vqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/921_vqa_coco_val2014_000000240301.jpg""]","[""a group of long horned cows in a barn""]",Answer the following question based on the provided image: Is it daylight in this picture?,yes
vqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/922_vqa_coco_val2014_000000131089.jpg""]","[""a young boy swinging a baseball bat in a yard""]",Answer the following question based on the provided image: Is the boy playing baseball?,yes
vqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/923_vqa_coco_val2014_000000262162.jpg""]","[""a bedroom with a desk and a chair""]",Answer the following question based on the provided image: Is that a folding chair?,no
vqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/924_vqa_coco_val2014_000000262175.jpg""]","[""a man wearing a hat and tie in the woods""]",Answer the following question based on the provided image: What is the man wearing on his head?,hat
vqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/925_vqa_coco_val2014_000000000042.jpg""]","[""a dog sleeping in a basket of shoes""]",Answer the following question based on the provided image: What color are the gym shoes?,white
vqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/926_vqa_coco_val2014_000000131115.jpg""]","[""a baseball player swinging at a ball during a game""]",Answer the following question based on the provided image: How many people are on the field?,3
vqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/927_vqa_coco_val2014_000000262197.jpg""]","[""a large brown building with a clock on it""]",Answer the following question based on the provided image: What is the color of the building in the background?,brown
vqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/928_vqa_coco_val2014_000000131131.jpg""]","[""a cat looking at a tv""]",Answer the following question based on the provided image: What type of cat is this?,tabby
vqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/929_vqa_coco_val2014_000000131115.jpg""]","[""a baseball player swinging at a ball during a game""]",Answer the following question based on the provided image: Is the battery looking at the ball?,yes
okvqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/930_okvqa_coco_val2014_000000297147.jpg""]","[""a motorcycle is parked on the side of the road""]",Answer the following question based on the provided image: What sport can you use this for?,racing
okvqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/931_okvqa_coco_val2014_000000357586.jpg""]","[""a man sitting in a pew with a teddy bear""]",Answer the following question based on the provided image: What toy is this?,stuffed animal
okvqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/932_okvqa_coco_val2014_000000207611.jpg""]","[""a man in a bow tie standing on a city street""]",Answer the following question based on the provided image: What could this gentleman be carrying in that red bag?,clothes
okvqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/933_okvqa_coco_val2014_000000575970.jpg""]","[""a kitchen with a large island and bar stools""]",Answer the following question based on the provided image: A center affixed unit like this one in a kitchen is called a what?,island
okvqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/934_okvqa_coco_val2014_000000304557.jpg""]","[""a crowded street in hong kong""]",Answer the following question based on the provided image: Why might someone go to this place?,shopping
okvqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/935_okvqa_coco_val2014_000000218365.jpg""]","[""an orange flower in a silver cup""]",Answer the following question based on the provided image: What does this grow from?,ground
okvqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/936_okvqa_coco_val2014_000000323460.jpg""]","[""two hot dogs in a red basket""]",Answer the following question based on the provided image: What is the name of the items the hot dog are topped with?,condiments
okvqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/937_okvqa_coco_val2014_000000488377.jpg""]","[""a surfer riding a wave""]",Answer the following question based on the provided image: What is this surf trick called?,riding
okvqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/938_okvqa_coco_val2014_000000514468.jpg""]","[""a person on a surfboard in the ocean""]",Answer the following question based on the provided image: What is the name of the board he is on?,surf board
okvqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/939_okvqa_coco_val2014_000000380459.jpg""]","[""a plate of food on a bamboo mat""]",Answer the following question based on the provided image: What flavor is this pastry?,blueberry
gqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/940_gqa_n317189.jpg""]","[""a person on skis doing a trick on a rail""]",Answer the following question based on the provided image: Are the trousers the same color as the shoes?,"No, the trousers are red and the shoes are white."
gqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/941_gqa_n279581.jpg""]","[""a baseball player holding a bat""]",Answer the following question based on the provided image: What is the bat made of?,The bat is made of wood.
gqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/942_gqa_n184385.jpg""]","[""a wooden cutting board""]",Answer the following question based on the provided image: Which color do you think is the pot to the left of the spoon?,The pot is silver.
gqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/943_gqa_n168412.jpg""]","[""a group of horses on a rocky hillside""]",Answer the following question based on the provided image: Do you think the horse is walking?,"No, the horse is running."
gqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/944_gqa_n234683.jpg""]","[""a man in a suit holding a cell phone""]",Answer the following question based on the provided image: Is there a phone in the picture?,"Yes, there is a phone."
gqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/945_gqa_n250715.jpg""]","[""a young boy sitting in the cockpit of a ship""]",Answer the following question based on the provided image: Which kind of aircraft is it?,It is a helicopter.
gqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/946_gqa_n500308.jpg""]","[""a refrigerator in a room with a clock on it""]",Answer the following question based on the provided image: What is the refrigerator made of?,The fridge is made of glass.
gqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/947_gqa_n398257.jpg""]","[""a desk with a computer on it""]",Answer the following question based on the provided image: Do you see any pillows or papers?,No
gqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/948_gqa_n250715.jpg""]","[""a young boy sitting in the cockpit of a ship""]",Answer the following question based on the provided image: Is the device that is not horizontal orange and old fashioned?,"No, the phone is old fashioned but white."
gqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/949_gqa_n554880.jpg""]","[""a man and woman posing for a picture on their snowboards""]",Answer the following question based on the provided image: What kind of furniture is to the left of the man?,The piece of furniture is a couch.
vizwiz,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/950_vizwiz_val_00000183.jpg""]","[""a credit card sitting on top of a table""]",Answer the following question based on the provided image: Is there text or any identifying identification on this side of the card?,no text identifying identification on side card
vizwiz,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/951_vizwiz_val_00002084.jpg""]","[""a red car parked on the side of the road""]",Answer the following question based on the provided image: What is this?,red car
vizwiz,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/952_vizwiz_val_00001581.jpg""]","[""a bottle of ubiquinol on a table""]",Answer the following question based on the provided image: What is in this bottle?,qh absorb co qu10
vizwiz,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/953_vizwiz_val_00001376.jpg""]","[""tom gates everything is amazing""]",Answer the following question based on the provided image: What is this book called?,tom gates everythings amazing
vizwiz,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/954_vizwiz_val_00001672.jpg""]","[""a bag of jelly beans sitting on a carpet""]",Answer the following question based on the provided image: What flavors of jelly beans are in the package?,assorted
vizwiz,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/955_vizwiz_val_00002775.jpg""]","[""a calendar with a picture of a bird on it""]",Answer the following question based on the provided image: What kind of bird is this?,parakeet
vizwiz,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/956_vizwiz_val_00003807.jpg""]","[""a person holding a blue calculator""]",Answer the following question based on the provided image: What is this?,calculator
vizwiz,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/957_vizwiz_val_00002467.jpg""]","[""a bottle of butland on a table""]",Answer the following question based on the provided image: What is in the bottle?,this bottle rutland
vizwiz,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/958_vizwiz_val_00006115.jpg""]","[""a person holding a purple cup with a straw""]",Answer the following question based on the provided image: Which hand of the person holds the purple bottle?,left hand
vizwiz,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/959_vizwiz_val_00005906.jpg""]","[""a person sitting on the floor next to a red notebook""]",Answer the following question based on the provided image: What is the location of the barcode on the notebook?,Top left
harmful_memes,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/960_harmful_memes_1.png""]","[""a picture of two people shaking hands with the words,'folks programmed by the media'""]","This task emphasizes detecting which entities are glorified, vilified or victimized, within a meme. Assuming the frame of reference as the meme author's perspective, the objective is to classify for a given pair of a meme and an entity, whether the entity is being referenced as Hero, Villian, Victim or Other, within that meme. For the given meme, what is the semantic role of the 'media'?",Media is villian
harmful_memes,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/961_harmful_memes_2.png""]","[""the coronavirus vaccine will eliminate coronavirus just vaccine like the flu""]","This task emphasizes detecting which entities are glorified, vilified or victimized, within a meme. Assuming the frame of reference as the meme author's perspective, the objective is to classify for a given pair of a meme and an entity, whether the entity is being referenced as Hero, Villian, Victim or Other, within that meme. For the given meme, what is the semantic role of the 'coronavirus vaccine'?",coronavirus vaccine is villian
harmful_memes,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/962_harmful_memes_3.png""]","[""real americans support biden harris 2020""]","This task emphasizes detecting which entities are glorified, vilified or victimized, within a meme. Assuming the frame of reference as the meme author's perspective, the objective is to classify for a given pair of a meme and an entity, whether the entity is being referenced as Hero, Villian, Victim or Other, within that meme. For the given meme, what is the semantic role of the 'joe biden'?",Joe biden and Kamala harris have been portrayed as heroes
harmful_memes,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/963_harmful_memes_4.png""]","[""a poster with different pictures of trump""]","This task emphasizes detecting which entities are glorified, vilified or victimized, within a meme. Assuming the frame of reference as the meme author's perspective, the objective is to classify for a given pair of a meme and an entity, whether the entity is being referenced as Hero, Villian, Victim or Other, within that meme. For the given meme, what is the semantic role of the 'american journalist'?",american journalist are portrayed as the victims of donald trump policies
harmful_memes,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/964_harmful_memes_5.png""]","[""donald trump and hillary clinton""]","This task emphasizes detecting which entities are glorified, vilified or victimized, within a meme. Assuming the frame of reference as the meme author's perspective, the objective is to classify for a given pair of a meme and an entity, whether the entity is being referenced as Hero, Villian, Victim or Other, within that meme. For the given meme, what is the semantic role of the 'hilliary clinton'?","donald trump and hilliary clinton do not belong to any of the hero, villian, or victim category"
harmful_memes,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/965_harmful_memes_6.png""]","[""this is america without democrats""]","This task emphasizes detecting which entities are glorified, vilified or victimized, within a meme. Assuming the frame of reference as the meme author's perspective, the objective is to classify for a given pair of a meme and an entity, whether the entity is being referenced as Hero, Villian, Victim or Other, within that meme. For the given meme, what is the semantic role of the 'donald trump'?",donald trump is depicted as a hero
harmful_memes,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/966_harmful_memes_7.png""]","[""a woman holding a sign that says biden loves blm""]","This task emphasizes detecting which entities are glorified, vilified or victimized, within a meme. Assuming the frame of reference as the meme author's perspective, the objective is to classify for a given pair of a meme and an entity, whether the entity is being referenced as Hero, Villian, Victim or Other, within that meme. For the given meme, what is the semantic role of the 'joe biden'?",Joe biden is portrayed as villian in the context of the meme.
harmful_memes,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/967_harmful_memes_8.png""]","[""a man with a thumbs up in front of a mirror""]","This task emphasizes detecting which entities are glorified, vilified or victimized, within a meme. Assuming the frame of reference as the meme author's perspective, the objective is to classify for a given pair of a meme and an entity, whether the entity is being referenced as Hero, Villian, Victim or Other, within that meme. For the given meme, what is the semantic role of the 'therapist'?","therapist do not belong to any of the hero, villian, or the victim category"
harmful_memes,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/968_harmful_memes_9.png""]","[""one thing i will never do travel with tom hanks""]","This task emphasizes detecting which entities are glorified, vilified or victimized, within a meme. Assuming the frame of reference as the meme author's perspective, the objective is to classify for a given pair of a meme and an entity, whether the entity is being referenced as Hero, Villian, Victim or Other, within that meme. For the given meme, what is the semantic role of the 'tom hanks'?",Tom hanks is portrayed as a villian in the meme.
harmful_memes,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/969_harmful_memes_10.png""]","[""a picture of a man in an office with a caption""]","This task emphasizes detecting which entities are glorified, vilified or victimized, within a meme. Assuming the frame of reference as the meme author's perspective, the objective is to classify for a given pair of a meme and an entity, whether the entity is being referenced as Hero, Villian, Victim or Other, within that meme. For the given meme, what is the semantic role of the 'world'?",The world is portrayed as a victim in the meme.
textcaps,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/970_textcaps_d7495e8d036dd20b.jpg""]","[""two rugby players wearing pink socks on a field""]",Describe the following image in detail. Read the associated text and comprehend it in the context to the visual scene.,"['adida', 'dilas', 'add', 'KHY']"
